protein_id,nt_length,protein_classification
YP_006557.1,702,unknown
YP_006558.1,219,unknown
YP_006559.1,1263,unknown
YP_006560.1,507,unknown
YP_006561.1,930,unknown
YP_006562.1,336,unknown
YP_006563.1,363,unknown
YP_006564.1,114,unknown
YP_006565.1,NA,NA
YP_006566.1,141,unknown
YP_006567.1,264,unknown
YP_006568.1,573,unknown
YP_006569.1,390,unknown
YP_006570.1,222,unknown
YP_006571.1,381,unknown
YP_006572.1,201,unknown
YP_006573.1,1044,unknown
YP_006574.1,453,unknown
YP_006575.1,1194,unknown
YP_006576.1,1485,unknown
YP_006577.1,852,regulation;
YP_006578.1,210,unknown
YP_006579.1,96,unknown
YP_006580.1,114,unknown
YP_006829.1,735,unknown
YP_006830.1,396,unknown
YP_006831.1,279,unknown
YP_006832.1,1671,infection;
YP_006833.1,198,unknown
YP_006834.1,408,infection;
YP_006835.1,252,unknown
YP_006836.1,204,unknown
YP_006837.1,108,unknown
YP_006838.1,519,packaging;
YP_006839.1,1011,unknown
YP_006840.1,231,unknown
YP_006841.1,180,unknown
YP_006842.1,213,unknown
YP_006843.1,345,unknown
YP_006844.1,258,unknown
YP_006845.1,204,unknown
YP_006846.1,885,unknown
YP_006847.1,609,unknown
YP_006848.1,186,unknown
YP_006849.1,234,unknown
YP_006850.1,291,unknown
YP_006851.1,447,unknown
YP_006852.1,204,unknown
YP_006853.1,372,unknown
YP_006854.1,462,unknown
YP_006855.1,201,unknown
YP_006856.1,327,unknown
YP_006857.1,246,unknown
YP_006858.1,282,unknown
YP_006859.1,165,unknown
YP_006860.1,252,unknown
YP_006861.1,432,unknown
YP_006862.1,522,unknown
YP_006863.1,864,unknown
YP_006864.1,246,unknown
YP_006865.1,291,assembly;
YP_006866.1,432,unknown
YP_006867.1,417,unknown
YP_006868.1,414,lysis;
YP_006869.1,657,lysis;
YP_006870.1,600,lysis;
YP_006871.1,753,unknown
YP_006872.1,354,unknown
YP_006873.1,444,unknown
YP_006874.1,498,packaging;
YP_006875.1,699,unknown
YP_006876.1,345,unknown
YP_006877.1,285,unknown
YP_006878.1,297,unknown
YP_006879.1,513,packaging;
YP_006880.1,297,unknown
YP_006881.1,282,unknown
YP_006882.1,348,unknown
YP_006883.1,312,unknown
YP_006884.1,369,unknown
YP_006885.1,84,unknown
YP_006886.1,291,unknown
YP_006887.1,165,unknown
YP_006888.1,252,unknown
YP_006889.1,582,packaging;
YP_006890.1,201,unknown
YP_006891.1,174,unknown
YP_006892.1,585,packaging;
YP_006893.1,168,unknown
YP_006894.1,159,unknown
YP_006895.1,348,unknown
YP_006896.1,186,unknown
YP_006897.1,519,unknown
YP_006898.1,129,unknown
YP_006899.1,273,unknown
YP_006900.1,276,unknown
YP_006901.1,207,unknown
YP_006902.1,168,unknown
YP_006903.1,684,packaging;
YP_006904.1,519,unknown
YP_006905.1,966,unknown
YP_006906.1,417,unknown
YP_006907.1,195,unknown
YP_006908.1,948,unknown
YP_006909.1,435,unknown
YP_006910.1,171,unknown
YP_006911.1,450,unknown
YP_006912.1,318,unknown
YP_006913.1,639,unknown
YP_006914.1,183,unknown
YP_006915.1,702,lysis;
YP_006916.1,237,unknown
YP_006917.1,516,unknown
YP_006918.1,279,unknown
YP_006919.1,477,packaging;
YP_006920.1,840,unknown
YP_006921.1,534,replication;
YP_006922.1,1146,replication;
YP_006923.1,525,packaging;
YP_006924.1,2436,replication;
YP_006925.1,159,unknown
YP_006926.1,753,unknown
YP_006927.1,1725,replication;
YP_006928.1,381,unknown
YP_006929.1,234,unknown
YP_006930.1,819,unknown
YP_006931.1,186,unknown
YP_006932.1,183,unknown
YP_006933.1,507,unknown
YP_006934.1,429,unknown
YP_006935.1,393,unknown
YP_006936.1,2787,replication;
YP_006937.1,519,packaging;
YP_006938.1,234,unknown
YP_006939.1,705,unknown
YP_006940.1,252,unknown
YP_006941.1,411,unknown
YP_006942.1,297,unknown
YP_006943.1,309,unknown
YP_006944.1,972,replication;
YP_006945.1,780,replication;
YP_006946.1,768,unknown
YP_006947.1,1509,unknown
YP_006948.1,534,packaging;
YP_006949.1,891,replication;
YP_006950.1,2568,replication;
YP_006951.1,498,unknown
YP_006952.1,1353,replication;
YP_006953.1,285,unknown
YP_006954.1,774,unknown
YP_006955.1,978,integration;packaging;
YP_006956.1,1839,integration;packaging;
YP_006957.1,483,unknown
YP_006958.1,876,packaging;
YP_006959.1,447,unknown
YP_006960.1,264,unknown
YP_006961.1,4191,infection;
YP_006962.1,372,unknown
YP_006963.1,264,unknown
YP_006964.1,186,unknown
YP_006965.1,2067,infection;
YP_006966.1,2850,infection;
YP_006967.1,615,unknown
YP_006968.1,3660,infection;
YP_006969.1,753,unknown
YP_006970.1,369,assembly;infection;
YP_006970.1,369,assembly;infection;
YP_006971.1,405,unknown
YP_006972.1,897,infection;
YP_006973.1,1395,infection;
YP_006974.1,486,unknown
YP_006975.1,768,unknown
YP_006976.1,513,unknown
YP_006977.1,1377,assembly;
YP_006978.1,633,lysis;assembly;
YP_006979.1,495,infection;
YP_006980.1,1212,infection;
YP_006981.1,438,unknown
YP_006982.1,834,unknown
YP_006983.1,1317,packaging;
YP_006984.1,483,unknown
YP_006985.1,1923,replication;infection;
YP_006986.1,234,lysis;
YP_006987.1,129,unknown
YP_006988.1,108,unknown
YP_006989.1,195,unknown
YP_006990.1,246,unknown
YP_950479.1,327,assembly;
YP_950480.1,486,assembly;
YP_950481.1,315,assembly;
YP_950482.1,438,assembly;
YP_950483.1,198,assembly;
YP_950484.1,159,assembly;
YP_950485.1,210,assembly;
YP_950486.1,216,assembly;
YP_950487.1,315,assembly;
YP_950488.1,177,assembly;
YP_950489.1,321,assembly;
YP_950490.1,369,assembly;
YP_950491.1,186,assembly;
YP_950492.1,381,assembly;
YP_950493.1,810,unknown
YP_950494.1,1215,unknown
YP_950495.1,840,unknown
YP_950496.1,315,assembly;
YP_950497.1,207,assembly;
YP_950498.1,837,assembly;
YP_950499.1,225,assembly;
YP_950500.1,357,assembly;
YP_950501.1,171,assembly;
YP_950502.1,1059,assembly;
YP_950503.1,1143,assembly;
YP_950504.1,507,unknown
YP_950505.1,201,assembly;
YP_950506.1,243,assembly;
YP_950507.1,462,assembly;
YP_950508.1,942,assembly;
YP_950509.1,234,assembly;
YP_950510.1,327,assembly;
YP_950511.1,2526,unknown
YP_950512.1,2091,unknown
YP_950513.1,396,assembly;
YP_950514.1,453,assembly;
YP_950515.1,1320,replication;
YP_950516.1,528,assembly;
YP_950517.1,2580,unknown
YP_950518.1,339,assembly;
YP_950519.1,609,assembly;
YP_950520.1,975,assembly;
YP_950521.1,2148,assembly;
YP_950522.1,756,assembly;
YP_950523.1,798,replication;
YP_950524.1,558,assembly;
YP_950525.1,435,assembly;
YP_950526.1,372,assembly;
YP_950527.1,483,assembly;
YP_950528.1,10503,replication;infection;
YP_950529.1,1935,unknown
YP_950530.1,453,unknown
YP_950531.1,2658,assembly;
YP_950532.1,900,assembly;
YP_950533.1,627,assembly;
YP_950534.1,1206,assembly;
YP_950535.1,1218,assembly;
YP_950536.1,348,assembly;
YP_950537.1,2292,unknown
YP_950538.1,504,assembly;
YP_950539.1,627,unknown
YP_950540.1,264,assembly;
YP_950541.1,333,assembly;
YP_950542.1,1254,assembly;
YP_950543.1,4149,unknown
YP_950544.1,1671,unknown
YP_950545.1,711,unknown
YP_950546.1,1593,assembly;
YP_950547.1,693,assembly;
YP_950548.1,309,assembly;
YP_950549.1,366,assembly;
YP_950550.1,129,assembly;
NP_040580.1,546,packaging;
NP_040581.1,1926,packaging;
NP_040582.1,207,assembly;infection;
NP_040583.1,1602,assembly;
NP_040584.1,1320,assembly;
NP_040585.1,606,assembly;
NP_040586.1,333,assembly;
NP_040587.1,1026,assembly;
NP_040588.1,399,packaging;
NP_040589.1,354,assembly;infection;
NP_040590.1,579,infection;
NP_040591.1,396,infection;
NP_040592.1,741,infection;
NP_040593.1,423,infection;
NP_040594.1,435,infection;
NP_040595.1,2562,infection;
NP_040596.1,330,infection;
NP_040597.1,699,infection;
NP_040598.1,600,infection;
NP_040599.1,672,infection;
NP_040600.1,3399,infection;
NP_040601.1,621,assembly;
NP_040602.1,1206,unknown
NP_040603.1,621,unknown
NP_040604.1,945,unknown
NP_040605.1,585,unknown
NP_040606.1,1233,unknown
NP_040607.1,891,unknown
NP_040608.1,1578,unknown
NP_040609.1,1071,integration;
NP_040610.1,219,unknown
NP_597778.1,168,unknown
NP_040611.1,282,unknown
NP_040612.1,549,unknown
NP_040613.1,186,unknown
NP_040614.1,192,unknown
NP_040615.1,183,unknown
NP_040616.1,681,integration;packaging;
NP_040617.1,786,integration;
NP_040618.1,417,integration;
NP_040619.1,144,lysis;
NP_040620.1,165,lysis;
NP_040621.1,369,infection;
NP_040622.1,201,unknown
NP_040623.1,87,unknown
NP_597779.1,NA,NA
NP_040625.1,402,regulation;
NP_040626.1,435,unknown
NP_040627.1,840,unknown
NP_040628.1,714,unknown
NP_040629.1,201,regulation;
NP_040630.1,294,regulation;
NP_040631.1,900,regulation;
NP_040632.1,702,regulation;
NP_040633.1,291,regulation;
NP_040634.1,441,unknown
NP_040635.1,873,unknown
NP_040636.1,174,unknown
NP_040637.1,183,unknown
NP_040638.1,171,unknown
NP_040639.1,615,unknown
NP_040640.1,207,unknown
NP_040641.1,666,unknown
NP_040642.1,624,regulation;
NP_040643.1,195,unknown
NP_040644.1,324,lysis;
YP_001551775.1,318,lysis;
NP_040645.1,477,lysis;
NP_040646.1,462,lysis;
YP_001551744.1,183,lysis;
NP_597780.1,294,unknown
NP_597781.1,534,unknown
NP_597782.1,207,unknown
XPK40160.1,1542,packaging;
XPK40161.1,2244,infection;
XPK40162.1,237,unknown
XPK40163.1,1086,assembly;
XPK40164.1,1062,assembly;
XPK40165.1,513,unknown
XPK40166.1,753,unknown
XPK40167.1,2559,infection;
XPK40168.1,1878,infection;
XPK40169.1,NA,NA
XPK40170.1,NA,NA
XPK40171.1,NA,NA
XPK40172.1,219,unknown
XPK40173.1,492,lysis;
XPK40174.1,804,assembly;
XPK40175.1,3018,unknown
XPK40176.1,969,infection;
XPK40177.1,1020,unknown
XPK40178.1,783,infection;
XPK40179.1,1053,unknown
XPK40180.1,969,infection;
XPK40181.1,1656,unknown
XPK40182.1,4308,replication;
XPK40183.1,255,unknown
XPK40184.1,402,unknown
XPK40185.1,180,unknown
XPK40186.1,819,packaging;
XPK40187.1,444,unknown
XPK40188.1,528,unknown
XPK40189.1,393,replication;
XPK40190.1,645,replication;
XPK40191.1,174,unknown
XPK40192.1,351,unknown
XPK40193.1,747,unknown
XPK40194.1,189,unknown
XPK40195.1,141,unknown
XPK40196.1,162,unknown
XPK40197.1,393,unknown
XPK40198.1,177,unknown
XPK40199.1,165,unknown
XPK40200.1,129,unknown
XPK40201.1,2551,replication;
XPK40202.1,501,packaging;
XPK40203.1,423,unknown
XPK40204.1,255,unknown
XPK40205.1,318,unknown
XPK40206.1,216,unknown
XPK40207.1,186,unknown
XPK40208.1,744,unknown
XPK40209.1,186,unknown
XPK40210.1,171,unknown
XPK40211.1,357,replication;
XPK40212.1,657,unknown
XPK40213.1,276,assembly;
XPK40214.1,180,unknown
XPK40215.1,579,replication;
XPK40216.1,330,unknown
XPK40217.1,210,unknown
XPK40218.1,534,unknown
XPK40219.1,1248,unknown
XPK40220.1,555,replication;
XPK40221.1,1791,replication;
XPK40222.1,204,unknown
XPK40223.1,420,unknown
XPK40224.1,186,unknown
XPK40225.1,249,unknown
XPK40226.1,1194,unknown
XPK40227.1,225,unknown
XPK40228.1,234,unknown
XPK40229.1,2031,unknown
XPK40230.1,1104,replication;
XPK40231.1,618,unknown
XPK40232.1,807,unknown
XPK40233.1,972,unknown
XPK40234.1,1197,unknown
XPK40235.1,363,unknown
XPK40236.1,153,unknown
XPK40237.1,234,unknown
XPK40238.1,117,unknown
XPK40239.1,246,unknown
XPK40240.1,312,unknown
XPK40241.1,198,unknown
XPK40242.1,282,unknown
XPK40243.1,450,unknown
XPK40244.1,252,unknown
XPK40245.1,141,unknown
XPK40246.1,NA,NA
XPK40247.1,297,unknown
XPK40248.1,390,unknown
XPK40249.1,135,unknown
XPK40250.1,444,unknown
XPK40251.1,210,unknown
XPK40252.1,219,unknown
XPK40253.1,219,unknown
XPK40254.1,900,unknown
XPK40255.1,252,replication;
XPK40256.1,NA,NA
XPK40257.1,NA,NA
XPK40258.1,222,unknown
XPK40259.1,402,infection;
XPK40260.1,471,unknown
XPK40261.1,1542,unknown
XPK40262.1,2244,infection;
XPK40263.1,237,unknown
XPK40264.1,1083,unknown
XPK40265.1,1056,assembly;
XPK40266.1,NA,NA
XPK40267.1,747,unknown
XPK40268.1,2778,infection;
XPK40269.1,2169,infection;
XPK40270.1,219,lysis;
XPK40271.1,492,lysis;
XPK40272.1,804,unknown
XPK40273.1,3021,unknown
XPK40274.1,969,infection;
XPK40275.1,1032,unknown
XPK40276.1,798,infection;
XPK40277.1,1053,unknown
XPK40278.1,969,unknown
XPK40279.1,1668,unknown
XPK40280.1,4446,unknown
XPK40281.1,267,unknown
XPK40282.1,303,unknown
XPK40283.1,405,unknown
XPK40284.1,192,unknown
XPK40285.1,822,packaging;
XPK40286.1,597,unknown
XPK40287.1,651,unknown
XPK40288.1,225,unknown
XPK40289.1,174,unknown
XPK40290.1,NA,NA
XPK40291.1,351,packaging;
XPK40292.1,741,unknown
XPK40293.1,639,unknown
XPK40294.1,168,unknown
XPK40295.1,204,unknown
XPK40296.1,225,unknown
XPK40297.1,186,unknown
XPK40298.1,180,unknown
XPK40299.1,180,unknown
XPK40300.1,393,unknown
XPK40301.1,243,unknown
XPK40302.1,165,unknown
XPK40303.1,135,unknown
XPK40304.1,192,unknown
XPK40305.1,1845,replication;
XPK40306.1,354,unknown
XPK40307.1,258,unknown
XPK40308.1,252,unknown
XPK40309.1,315,unknown
XPK40310.1,738,unknown
XPK40311.1,150,unknown
XPK40312.1,321,unknown
XPK40313.1,480,unknown
XPK40314.1,186,unknown
XPK40315.1,651,unknown
XPK40316.1,468,unknown
XPK40317.1,NA,NA
XPK40318.1,216,unknown
XPK40319.1,276,unknown
XPK40320.1,177,unknown
XPK40321.1,186,unknown
XPK40322.1,180,unknown
XPK40323.1,576,integration;
XPK40324.1,330,unknown
XPK40325.1,216,unknown
XPK40326.1,198,unknown
XPK40327.1,192,unknown
XPK40328.1,534,unknown
XPK40329.1,1449,unknown
XPK40330.1,549,replication;
XPK40331.1,1791,replication;
XPK40332.1,207,unknown
XPK40333.1,432,unknown
XPK40334.1,186,unknown
XPK40335.1,243,unknown
XPK40336.1,1236,unknown
XPK40337.1,222,unknown
XPK40338.1,234,unknown
XPK40339.1,2034,unknown
XPK40340.1,1101,unknown
XPK40341.1,627,unknown
XPK40342.1,807,unknown
XPK40343.1,951,unknown
XPK40344.1,1218,unknown
XPK40345.1,363,unknown
XPK40346.1,168,unknown
XPK40347.1,252,unknown
XPK40348.1,234,unknown
XPK40349.1,414,unknown
XPK40350.1,156,unknown
XPK40351.1,NA,NA
XPK40352.1,267,unknown
XPK40353.1,255,unknown
XPK40354.1,255,unknown
XPK40355.1,255,unknown
XPK40356.1,327,unknown
XPK40357.1,141,unknown
XPK40358.1,210,unknown
XPK40359.1,165,unknown
XPK40360.1,162,unknown
XPK40361.1,258,unknown
XPK40362.1,309,unknown
XPK40363.1,252,unknown
XPK40364.1,NA,NA
XPK40365.1,204,unknown
XPK40366.1,141,unknown
XPK40367.1,NA,NA
XPK40368.1,NA,NA
XPK40369.1,231,unknown
XPK40370.1,177,unknown
XPK40371.1,306,unknown
XPK40372.1,411,unknown
XPK40373.1,NA,NA
XPK40374.1,NA,NA
XPK40375.1,444,unknown
XPK40376.1,210,unknown
XPK40377.1,222,unknown
XPK40378.1,225,unknown
XPK40379.1,903,unknown
XPK40380.1,327,packaging;
XPK40381.1,NA,NA
XPK40382.1,276,unknown
XPK40383.1,NA,NA
XPK40384.1,861,unknown
XPK40385.1,192,unknown
XPK40386.1,267,unknown
XPK40387.1,654,unknown
XPK40388.1,471,unknown
XPK40443.1,549,packaging;
XPK40444.1,1272,unknown
XPK40445.1,1482,assembly;
XPK40446.1,1077,assembly;
XPK40447.1,462,infection;
XPK40448.1,NA,NA
XPK40449.1,NA,NA
XPK40450.1,387,unknown
XPK40451.1,144,unknown
XPK40452.1,705,unknown
XPK40453.1,1050,assembly;
XPK40454.1,300,unknown
XPK40455.1,351,unknown
XPK40456.1,180,unknown
XPK40457.1,513,unknown
XPK40458.1,615,unknown
XPK40459.1,NA,NA
XPK40460.1,360,infection;
XPK40460.1,360,infection;
XPK40461.1,501,unknown
XPK40462.1,414,unknown
XPK40463.1,1167,infection;
XPK40464.1,231,unknown
XPK40465.1,1131,unknown
XPK40466.1,327,unknown
XPK40467.1,NA,NA
XPK40468.1,417,unknown
XPK40469.1,357,unknown
XPK40469.1,357,unknown
XPK40470.1,2313,assembly;
XPK40471.1,1401,unknown
XPK40472.1,516,unknown
XPK40473.1,366,unknown
XPK40473.1,366,unknown
XPK40474.1,2568,infection;
XPK40475.1,NA,NA
XPK40476.1,138,unknown
XPK40477.1,186,unknown
XPK40478.1,1425,unknown
XPK40479.1,798,regulation;
XPK40480.1,192,unknown
XPK40481.1,354,unknown
XPK40482.1,99,unknown
XPK40483.1,132,unknown
XPK40484.1,2181,replication;
XPK40485.1,NA,NA
XPK40486.1,627,unknown
XPK40487.1,NA,NA
XPK40488.1,1242,unknown
XPK40489.1,279,unknown
XPK40490.1,501,unknown
XPK40491.1,NA,NA
XPK40492.1,216,unknown
XPK40493.1,2208,replication;
XPK40494.1,NA,NA
XPK40495.1,NA,NA
XPK40496.1,183,unknown
XPK40497.1,NA,NA
XPK40498.1,NA,NA
XPK40499.1,NA,NA
XPK40500.1,NA,NA
XPK40501.1,NA,NA
XPK40502.1,NA,NA
XPK40503.1,195,unknown
XPK40504.1,NA,NA
XPK40505.1,150,unknown
XPK40506.1,273,assembly;
XPK40507.1,NA,NA
XPK40508.1,204,unknown
XPK40509.1,NA,NA
XPK40510.1,282,unknown
XPK40511.1,309,lysis;
XPK40512.1,273,lysis;
XPK40513.1,486,lysis;
XPK40514.1,NA,NA
XPK40515.1,186,unknown
XPK40516.1,NA,NA
XPK40517.1,159,unknown
XPK40518.1,186,unknown
XPK40519.1,NA,NA
XPK40520.1,183,unknown
XPK40521.1,282,unknown
XPK40522.1,195,unknown
XPK40523.1,NA,NA
XPK40524.1,489,unknown
XPK40525.1,444,unknown
XPK40526.1,NA,NA
XPK40527.1,1422,packaging;
XPK40528.1,174,unknown
XPK40529.1,213,unknown
XPK40530.1,NA,NA
XPK40531.1,NA,NA
XPK40532.1,NA,NA
XPK40533.1,1413,infection;
XPK40534.1,954,assembly;
XPK40535.1,NA,NA
XPK40536.1,486,unknown
XPK40537.1,NA,NA
XPK40538.1,NA,NA
XPK40539.1,279,lysis;
XPK40540.1,465,lysis;
XPK40541.1,NA,NA
XPK40542.1,489,lysis;
XPK40543.1,342,unknown
XPK40544.1,NA,NA
XPK40545.1,NA,NA
XPK40546.1,432,unknown
XPK40547.1,NA,NA
XPK40548.1,NA,NA
XPK40549.1,NA,NA
XPK40550.1,NA,NA
XPK40551.1,NA,NA
XPK40552.1,NA,NA
XPK40553.1,NA,NA
XPK40554.1,NA,NA
XPK40555.1,NA,NA
XPK40556.1,NA,NA
XPK40557.1,NA,NA
XPK40558.1,NA,NA
XPK40559.1,1413,unknown
XPK40560.1,468,unknown
XPK40561.1,1071,assembly;
XPK40562.1,NA,NA
XPK40563.1,363,integration;replication;
XPK40564.1,171,integration;replication;
XPK40565.1,NA,NA
XPK40566.1,798,regulation;
XPK40567.1,810,regulation;
XPK40568.1,NA,NA
XPK40569.1,NA,NA
XPK40570.1,NA,NA
XPK40571.1,NA,NA
XPK40572.1,NA,NA
XPK40573.1,393,unknown
XPK40574.1,342,unknown
XPK40575.1,399,unknown
XPK40576.1,375,unknown
XPK40577.1,NA,NA
XPK40578.1,NA,NA
XPK40579.1,NA,NA
XPK40580.1,210,assembly;
XPK40581.1,NA,NA
XPK40582.1,NA,NA
XPK40583.1,708,unknown
XPK40584.1,2379,infection;
XPK40585.1,876,unknown
XPK40586.1,NA,NA
XPK40587.1,NA,NA
XPK40588.1,471,unknown
XPK40589.1,2490,infection;
XPK40590.1,NA,NA
XPK40591.1,486,replication;
XPK40592.1,1038,replication;
XPK40593.1,939,packaging;
XPK40594.1,327,unknown
XPK40595.1,1947,replication;
XPK40596.1,NA,NA
XPK40597.1,987,replication;
XPK40598.1,NA,NA
XPK40599.1,NA,NA
XPK40600.1,NA,NA
XPK40601.1,NA,NA
XPK40602.1,NA,NA
XPK40603.1,NA,NA
XPK40604.1,NA,NA
XPK40605.1,NA,NA
XPK40606.1,NA,NA
XPK40607.1,234,unknown
XPK40608.1,NA,NA
XPK40609.1,348,unknown
XPK40610.1,NA,NA
XPK40611.1,321,unknown
XPK40612.1,NA,NA
XPK40703.1,489,packaging;
XPK40704.1,1500,packaging;
XPK40705.1,2166,infection;
XPK40706.1,912,assembly;
XPK40707.1,1296,assembly;
XPK40708.1,NA,NA
XPK40709.1,501,unknown
XPK40710.1,1419,unknown
XPK40711.1,702,assembly;
XPK40712.1,456,assembly;
XPK40713.1,696,unknown
XPK40714.1,1296,unknown
XPK40715.1,2493,unknown
XPK40716.1,NA,NA
XPK40717.1,NA,NA
XPK40718.1,1158,unknown
XPK40719.1,201,unknown
XPK40720.1,168,unknown
XPK40721.1,NA,NA
XPK40722.1,279,unknown
XPK40723.1,537,unknown
XPK40724.1,165,unknown
XPK40725.1,189,unknown
XPK40726.1,183,unknown
XPK40727.1,363,unknown
XPK40728.1,NA,NA
XPK40729.1,645,unknown
XPK40730.1,NA,NA
XPK40731.1,165,unknown
XPK40732.1,297,regulation;
XPK40733.1,549,packaging;
XPK40734.1,480,unknown
XPK40735.1,474,replication;
XPK40736.1,708,unknown
XPK40737.1,189,unknown
XPK40738.1,114,lysis;
XPK40739.1,147,unknown
XPK40740.1,969,unknown
XPK40741.1,NA,NA
XPK40742.1,213,unknown
XPK40743.1,279,unknown
XPK40744.1,471,unknown
XPK40745.1,165,unknown
XPK40746.1,333,unknown
XPK40747.1,NA,NA
XPK40748.1,636,regulation;
XPK40749.1,216,regulation;
XPK40750.1,339,unknown
XPK40751.1,NA,NA
XPK40752.1,843,replication;
XPK40753.1,894,replication;
XPK40754.1,291,unknown
XPK40755.1,270,unknown
XPK40756.1,216,unknown
XPK40757.1,NA,NA
XPK40758.1,411,unknown
XPK40759.1,183,unknown
XPK40760.1,171,unknown
XPK40761.1,612,unknown
XPK40762.1,207,unknown
XPK40763.1,672,unknown
XPK40764.1,519,unknown
XPK40765.1,324,unknown
XPK40766.1,477,lysis;
XPK40767.1,438,lysis;
XPK40768.1,153,unknown
XPK40769.1,528,regulation;
XPK40770.1,288,unknown
XPK40771.1,180,unknown
XPK40849.1,195,unknown
XPK40850.1,255,unknown
XPK40851.1,453,lysis;
XPK40852.1,423,unknown
XPK40853.1,NA,NA
XPK40854.1,1764,assembly;
XPK40855.1,159,assembly;
XPK40856.1,345,assembly;
XPK40857.1,159,assembly;
XPK40858.1,126,unknown
XPK40859.1,NA,NA
XPK40860.1,198,assembly;
XPK40861.1,393,assembly;
XPK40862.1,2682,assembly;
XPK40863.1,216,unknown
XPK40864.1,471,assembly;
XPK40865.1,180,assembly;
XPK40866.1,252,unknown
XPK40867.1,1116,assembly;
XPK40868.1,261,unknown
XPK40869.1,336,unknown
XPK40870.1,96,unknown
XPK40871.1,159,regulation;
XPK40872.1,699,assembly;
XPK40873.1,456,assembly;
XPK40874.1,492,assembly;
XPK40875.1,459,assembly;
XPK40876.1,216,unknown
XPK40877.1,1701,replication;
XPK40878.1,129,assembly;
XPK40879.1,402,assembly;
XPK40880.1,2169,replication;
XPK40880.1,2169,replication;
XPK40881.1,291,replication;
XPK40882.1,210,unknown
XPK40883.1,333,assembly;
XPK40884.1,867,packaging;
XPK40885.1,93,unknown
XPK40886.1,273,unknown
XPK40887.1,225,unknown
XPK40888.1,402,assembly;
XPK40889.1,249,assembly;infection;
XPK40890.1,1569,assembly;
XPK40891.1,885,assembly;
XPK40892.1,1044,assembly;
XPK40893.1,567,infection;
XPK40894.1,228,unknown
XPK40895.1,2358,assembly;
XPK40896.1,471,infection;
XPK40897.1,588,infection;
XPK40898.1,2283,assembly;
XPK40899.1,4389,assembly;
XPK40900.1,NA,NA
XPK41106.1,1428,packaging;
XPK41107.1,240,unknown
XPK41108.1,417,unknown
XPK41109.1,2376,unknown
XPK41110.1,852,assembly;
XPK41111.1,921,unknown
XPK41112.1,138,unknown
XPK41113.1,1422,unknown
XPK41114.1,618,unknown
XPK41115.1,1140,assembly;
XPK41116.1,465,unknown
XPK41117.1,456,unknown
XPK41118.1,387,unknown
XPK41119.1,576,unknown
XPK41120.1,486,unknown
XPK41121.1,1539,unknown
XPK41122.1,468,unknown
XPK41123.1,330,unknown
XPK41124.1,357,unknown
XPK41125.1,267,unknown
XPK41126.1,498,unknown
XPK41127.1,534,unknown
XPK41128.1,561,unknown
XPK41129.1,417,unknown
XPK41130.1,2181,lysis;
XPK41131.1,840,unknown
XPK41132.1,522,unknown
XPK41133.1,726,unknown
XPK41134.1,1272,unknown
XPK41135.1,2739,unknown
XPK41136.1,1788,unknown
XPK41137.1,645,lysis;
XPK41138.1,213,unknown
XPK41139.1,543,unknown
XPK41140.1,975,replication;
XPK41141.1,594,unknown
XPK41142.1,519,unknown
XPK41143.1,NA,NA
XPK41144.1,861,unknown
XPK41145.1,558,unknown
XPK41146.1,264,unknown
XPK41147.1,1524,replication;
XPK41148.1,423,unknown
XPK41149.1,2898,replication;
XPK41150.1,543,unknown
XPK41151.1,552,unknown
XPK41152.1,684,replication;
XPK41153.1,876,unknown
XPK41154.1,804,unknown
XPK41155.1,447,unknown
XPK41156.1,990,unknown
XPK41157.1,840,unknown
XPK41158.1,1185,replication;
XPK41159.1,327,unknown
XPK41160.1,NA,NA
XPK41161.1,1083,unknown
XPK41162.1,147,unknown
XPK41163.1,291,unknown
XPK41164.1,264,unknown
XPK41165.1,NA,NA
XPK41166.1,291,unknown
XPK41167.1,NA,NA
XPK41168.1,1671,replication;
XPK41169.1,648,unknown
XPK41170.1,225,unknown
XPK41171.1,NA,NA
XPK41172.1,279,unknown
XPK41173.1,222,unknown
XPK41174.1,156,unknown
XPK41175.1,NA,NA
XPK41176.1,348,unknown
XPK41177.1,237,unknown
XPK41178.1,330,unknown
XPK41179.1,NA,NA
XPK41180.1,318,unknown
XPK41181.1,219,unknown
XPK41182.1,384,unknown
XPK41183.1,246,unknown
XPK41184.1,NA,NA
XPK41185.1,306,unknown
XPK41186.1,NA,NA
XPK41187.1,165,unknown
XPK41188.1,510,unknown
XPK41189.1,NA,NA
XPK41190.1,NA,NA
XPK41191.1,NA,NA
XPK41192.1,534,unknown
XPK41193.1,NA,NA
XPK41194.1,NA,NA
XPK41195.1,NA,NA
XPK41196.1,NA,NA
XPK41197.1,474,unknown
XPK41198.1,NA,NA
XPK41199.1,NA,NA
XPK41200.1,627,unknown
XPK41201.1,NA,NA
XPK41202.1,NA,NA
XPK41203.1,303,unknown
XPK41204.1,291,unknown
XPK41205.1,381,unknown
XPK41206.1,249,unknown
XPK41207.1,396,unknown
XPK41208.1,NA,NA
XPK41209.1,NA,NA
XPK41210.1,2334,infection;
XPK41211.1,342,unknown
XPK41212.1,156,unknown
XPK41213.1,234,unknown
XPK41214.1,222,unknown
XPK41215.1,216,unknown
XPK41216.1,231,unknown
XPK41217.1,525,packaging;
XPK41218.1,2025,packaging;
XPK41219.1,540,unknown
XPK41220.1,1557,assembly;
